country,age_range,self_defined_ethnicity,gender,officer_defined_ethnicity,object_of_search,location
london,18-24,Other ethnic group - Not stated,Male,White,Offensive weapons,"{'latitude': '51.509150', 'street': {'id': 956550, 'name': 'On or near Theatre/Concert Hall'}, 'longitude': '-0.134959'}"
london,18-24,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Anything to threaten or harm anyone,"{'latitude': '51.511238', 'street': {'id': 956559, 'name': 'On or near Theatre/Concert Hall'}, 'longitude': '-0.133922'}"
london,,White - English/Welsh/Scottish/Northern Irish/British,Male,,Anything to threaten or harm anyone,"{'latitude': '51.514988', 'street': {'id': 956533, 'name': 'On or near Carlisle Street'}, 'longitude': '-0.133380'}"
london,18-24,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Anything to threaten or harm anyone,"{'latitude': '51.508862', 'street': {'id': 956589, 'name': 'On or near Sports/Recreation Area'}, 'longitude': '-0.136657'}"
london,over 34,Other ethnic group - Not stated,Male,Other,Offensive weapons,"{'latitude': '51.512098', 'street': {'id': 956308, 'name': 'On or near Parking Area'}, 'longitude': '-0.139407'}"
london,,White - English/Welsh/Scottish/Northern Irish/British,Female,White,Anything to threaten or harm anyone,"{'latitude': '51.510006', 'street': {'id': 956472, 'name': 'On or near Piccadilly Circus'}, 'longitude': '-0.135054'}"
london,,Other ethnic group - Any other ethnic group,Male,White,Anything to threaten or harm anyone,"{'latitude': '51.509150', 'street': {'id': 956550, 'name': 'On or near Theatre/Concert Hall'}, 'longitude': '-0.134959'}"
london,,Asian/Asian British - Any other Asian background,Male,Asian,Anything to threaten or harm anyone,"{'latitude': '51.512984', 'street': {'id': 956466, 'name': 'On or near Romilly Street'}, 'longitude': '-0.130680'}"
london,,Other ethnic group - Not stated,Male,White,Offensive weapons,"{'latitude': '51.512098', 'street': {'id': 956308, 'name': 'On or near Parking Area'}, 'longitude': '-0.139407'}"
london,,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Anything to threaten or harm anyone,"{'latitude': '51.509150', 'street': {'id': 956550, 'name': 'On or near Theatre/Concert Hall'}, 'longitude': '-0.134959'}"
london,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Female,Black,Anything to threaten or harm anyone,"{'latitude': '51.511238', 'street': {'id': 956559, 'name': 'On or near Theatre/Concert Hall'}, 'longitude': '-0.133922'}"
london,over 34,Other ethnic group - Not stated,Male,White,Offensive weapons,"{'latitude': '51.509962', 'street': {'id': 956438, 'name': 'On or near Whitcomb Street'}, 'longitude': '-0.131179'}"
london,25-34,Other ethnic group - Not stated,Male,Black,Offensive weapons,"{'latitude': '51.515111', 'street': {'id': 956393, 'name': 'On or near Shopping Area'}, 'longitude': '-0.145107'}"
london,25-34,Other ethnic group - Any other ethnic group,Male,Other,Anything to threaten or harm anyone,"{'latitude': '51.514988', 'street': {'id': 956533, 'name': 'On or near Carlisle Street'}, 'longitude': '-0.133380'}"
london,,Other ethnic group - Not stated,Male,Asian,Anything to threaten or harm anyone,"{'latitude': '51.509980', 'street': {'id': 956543, 'name': 'On or near Motorway Service Area'}, 'longitude': '-0.132331'}"
london,,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Anything to threaten or harm anyone,"{'latitude': '51.509150', 'street': {'id': 956550, 'name': 'On or near Theatre/Concert Hall'}, 'longitude': '-0.134959'}"
london,25-34,Other ethnic group - Any other ethnic group,Male,Other,Anything to threaten or harm anyone,"{'latitude': '51.514988', 'street': {'id': 956533, 'name': 'On or near Carlisle Street'}, 'longitude': '-0.133380'}"
london,25-34,White - Any other White background,Male,White,Anything to threaten or harm anyone,"{'latitude': '51.510006', 'street': {'id': 956472, 'name': 'On or near Piccadilly Circus'}, 'longitude': '-0.135054'}"
london,,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,,Anything to threaten or harm anyone,"{'latitude': '51.511624', 'street': {'id': 956541, 'name': 'On or near Archer Street'}, 'longitude': '-0.133878'}"
london,18-24,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Controlled drugs,"{'latitude': '51.514132', 'street': {'id': 956464, 'name': 'On or near Royalty Mews'}, 'longitude': '-0.132723'}"
london,,Other ethnic group - Not stated,Male,Asian,Anything to threaten or harm anyone,"{'latitude': '51.507569', 'street': {'id': 956649, 'name': 'On or near Waterloo Place'}, 'longitude': '-0.132833'}"
london,25-34,Other ethnic group - Not stated,Male,Black,Anything to threaten or harm anyone,"{'latitude': '51.511624', 'street': {'id': 956541, 'name': 'On or near Archer Street'}, 'longitude': '-0.133878'}"
london,25-34,Other ethnic group - Any other ethnic group,Male,Other,Anything to threaten or harm anyone,"{'latitude': '51.511624', 'street': {'id': 956541, 'name': 'On or near Archer Street'}, 'longitude': '-0.133878'}"
london,,Other ethnic group - Not stated,Male,Other,Anything to threaten or harm anyone,"{'latitude': '51.511238', 'street': {'id': 956559, 'name': 'On or near Theatre/Concert Hall'}, 'longitude': '-0.133922'}"
london,,Other ethnic group - Not stated,Male,White,Anything to threaten or harm anyone,"{'latitude': '51.509962', 'street': {'id': 956438, 'name': 'On or near Whitcomb Street'}, 'longitude': '-0.131179'}"
london,,Other ethnic group - Not stated,Male,White,Anything to threaten or harm anyone,"{'latitude': '51.510953', 'street': {'id': 956560, 'name': 'On or near Nightclub'}, 'longitude': '-0.133012'}"
london,10-17,Other ethnic group - Not stated,Female,White,Anything to threaten or harm anyone,"{'latitude': '51.511238', 'street': {'id': 956559, 'name': 'On or near Theatre/Concert Hall'}, 'longitude': '-0.133922'}"
london,18-24,Other ethnic group - Any other ethnic group,Female,White,Anything to threaten or harm anyone,"{'latitude': '51.515111', 'street': {'id': 956393, 'name': 'On or near Shopping Area'}, 'longitude': '-0.145107'}"
london,,Other ethnic group - Not stated,Female,Asian,Anything to threaten or harm anyone,"{'latitude': '51.507569', 'street': {'id': 956649, 'name': 'On or near Waterloo Place'}, 'longitude': '-0.132833'}"
london,25-34,Other ethnic group - Not stated,Female,White,Anything to threaten or harm anyone,"{'latitude': '51.515111', 'street': {'id': 956393, 'name': 'On or near Shopping Area'}, 'longitude': '-0.145107'}"
london,,Other ethnic group - Not stated,Female,Other,Anything to threaten or harm anyone,"{'latitude': '51.507613', 'street': {'id': 956646, 'name': 'On or near Pedestrian Subway'}, 'longitude': '-0.127701'}"
london,25-34,White - English/Welsh/Scottish/Northern Irish/British,Male,Black,Anything to threaten or harm anyone,"{'latitude': '51.511694', 'street': {'id': 956389, 'name': 'On or near Bloomfield Place'}, 'longitude': '-0.144554'}"
london,18-24,Other ethnic group - Not stated,Male,White,Articles for use in criminal damage,"{'latitude': '51.503196', 'street': {'id': 953311, 'name': 'On or near Downing Street'}, 'longitude': '-0.127032'}"
london,10-17,Other ethnic group - Not stated,Male,Other,Offensive weapons,"{'latitude': '51.511456', 'street': {'id': 956495, 'name': 'On or near Lisle Street'}, 'longitude': '-0.130700'}"
london,over 34,Asian/Asian British - Any other Asian background,Male,Asian,Anything to threaten or harm anyone,"{'latitude': '51.507613', 'street': {'id': 956646, 'name': 'On or near Pedestrian Subway'}, 'longitude': '-0.127701'}"
london,,Asian/Asian British - Any other Asian background,Male,Other,Anything to threaten or harm anyone,"{'latitude': '51.511238', 'street': {'id': 956559, 'name': 'On or near Theatre/Concert Hall'}, 'longitude': '-0.133922'}"
london,18-24,White - Any other White background,Male,White,Anything to threaten or harm anyone,"{'latitude': '51.510856', 'street': {'id': 956428, 'name': 'On or near Parking Area'}, 'longitude': '-0.131416'}"
london,,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Anything to threaten or harm anyone,"{'latitude': '51.509962', 'street': {'id': 956438, 'name': 'On or near Whitcomb Street'}, 'longitude': '-0.131179'}"
london,18-24,Other ethnic group - Not stated,Male,Other,Stolen goods,"{'latitude': '51.510108', 'street': {'id': 956542, 'name': 'On or near Air Street'}, 'longitude': '-0.136390'}"
london,over 34,Asian/Asian British - Bangladeshi,Male,Asian,Controlled drugs,"{'latitude': '51.510158', 'street': {'id': 956808, 'name': 'On or near Parking Area'}, 'longitude': '-0.150352'}"
london,,Other ethnic group - Not stated,Male,White,Controlled drugs,"{'latitude': '51.514988', 'street': {'id': 956533, 'name': 'On or near Carlisle Street'}, 'longitude': '-0.133380'}"
london,over 34,White - Any other White background,Female,White,Controlled drugs,"{'latitude': '51.513904', 'street': {'id': 956503, 'name': 'On or near Greek Street'}, 'longitude': '-0.130801'}"
london,,Other ethnic group - Not stated,Female,White,Controlled drugs,"{'latitude': '51.514988', 'street': {'id': 956533, 'name': 'On or near Carlisle Street'}, 'longitude': '-0.133380'}"
london,,White - Any other White background,Male,White,Controlled drugs,"{'latitude': '51.513904', 'street': {'id': 956503, 'name': 'On or near Greek Street'}, 'longitude': '-0.130801'}"
london,,Black/African/Caribbean/Black British - Caribbean,Male,Black,Controlled drugs,"{'latitude': '51.514988', 'street': {'id': 956533, 'name': 'On or near Carlisle Street'}, 'longitude': '-0.133380'}"
london,,Other ethnic group - Any other ethnic group,Male,White,Controlled drugs,"{'latitude': '51.513904', 'street': {'id': 956503, 'name': 'On or near Greek Street'}, 'longitude': '-0.130801'}"
london,,White - Any other White background,Male,White,Controlled drugs,"{'latitude': '51.513904', 'street': {'id': 956503, 'name': 'On or near Greek Street'}, 'longitude': '-0.130801'}"
london,18-24,White - Any other White background,Male,White,Controlled drugs,"{'latitude': '51.511221', 'street': {'id': 956528, 'name': 'On or near Charing Cross Road'}, 'longitude': '-0.128375'}"
london,25-34,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Male,White,Stolen goods,"{'latitude': '51.515111', 'street': {'id': 956393, 'name': 'On or near Shopping Area'}, 'longitude': '-0.145107'}"
london,25-34,Other ethnic group - Not stated,Male,White,Offensive weapons,"{'latitude': '51.514781', 'street': {'id': 956312, 'name': 'On or near Swallow Place'}, 'longitude': '-0.142411'}"
london,over 34,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Male,,Controlled drugs,"{'latitude': '51.498815', 'street': {'id': 953347, 'name': 'On or near Buckingham Place'}, 'longitude': '-0.140452'}"
london,over 34,Other ethnic group - Not stated,Male,,Stolen goods,"{'latitude': '51.503196', 'street': {'id': 953311, 'name': 'On or near Downing Street'}, 'longitude': '-0.127032'}"
london,over 34,Other ethnic group - Not stated,Male,Black,Controlled drugs,"{'latitude': '51.494518', 'street': {'id': 953407, 'name': 'On or near Rochester Row'}, 'longitude': '-0.136579'}"
london,over 34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Controlled drugs,"{'latitude': '51.497091', 'street': {'id': 953262, 'name': 'On or near St Matthew Street'}, 'longitude': '-0.133261'}"
london,over 34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Controlled drugs,"{'latitude': '51.497091', 'street': {'id': 953262, 'name': 'On or near St Matthew Street'}, 'longitude': '-0.133261'}"
london,,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Controlled drugs,"{'latitude': '51.497091', 'street': {'id': 953262, 'name': 'On or near St Matthew Street'}, 'longitude': '-0.133261'}"
london,25-34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Controlled drugs,"{'latitude': '51.497091', 'street': {'id': 953262, 'name': 'On or near St Matthew Street'}, 'longitude': '-0.133261'}"
london,over 34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Controlled drugs,"{'latitude': '51.507133', 'street': {'id': 956297, 'name': 'On or near Victoria Embankment'}, 'longitude': '-0.121813'}"
london,over 34,Black/African/Caribbean/Black British - African,Male,Other,Controlled drugs,"{'latitude': '51.500844', 'street': {'id': 953528, 'name': 'On or near Westminster Bridge Road'}, 'longitude': '-0.122777'}"
london,over 34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Controlled drugs,"{'latitude': '51.507133', 'street': {'id': 956297, 'name': 'On or near Victoria Embankment'}, 'longitude': '-0.121813'}"
london,over 34,Other ethnic group - Not stated,Male,White,Controlled drugs,"{'latitude': '51.497104', 'street': {'id': 953299, 'name': 'On or near Shopping Area'}, 'longitude': '-0.136358'}"
london,over 34,Other ethnic group - Not stated,Male,Asian,Articles for use in criminal damage,"{'latitude': '51.503196', 'street': {'id': 953311, 'name': 'On or near Downing Street'}, 'longitude': '-0.127032'}"
london,,Other ethnic group - Not stated,Male,White,Controlled drugs,"{'latitude': '51.514988', 'street': {'id': 956533, 'name': 'On or near Carlisle Street'}, 'longitude': '-0.133380'}"
london,25-34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Stolen goods,"{'latitude': '51.510437', 'street': {'id': 956159, 'name': 'On or near Savoy Court'}, 'longitude': '-0.120942'}"
london,25-34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Stolen goods,"{'latitude': '51.510437', 'street': {'id': 956159, 'name': 'On or near Savoy Court'}, 'longitude': '-0.120942'}"
london,25-34,White - Any other White background,Male,White,Controlled drugs,"{'latitude': '51.493239', 'street': {'id': 953414, 'name': 'On or near John Islip Street'}, 'longitude': '-0.127411'}"
london,over 34,White - English/Welsh/Scottish/Northern Irish/British,Female,White,Controlled drugs,"{'latitude': '51.497104', 'street': {'id': 953299, 'name': 'On or near Shopping Area'}, 'longitude': '-0.136358'}"
london,,,,,Controlled drugs,"{'latitude': '51.511394', 'street': {'id': 956491, 'name': 'On or near Lower James Street'}, 'longitude': '-0.136424'}"
london,18-24,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Male,Other,Stolen goods,"{'latitude': '51.509980', 'street': {'id': 956543, 'name': 'On or near Motorway Service Area'}, 'longitude': '-0.132331'}"
london,over 34,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Black,Controlled drugs,"{'latitude': '51.507133', 'street': {'id': 956297, 'name': 'On or near Victoria Embankment'}, 'longitude': '-0.121813'}"
london,18-24,Asian/Asian British - Any other Asian background,Male,Other,Stolen goods,"{'latitude': '51.515111', 'street': {'id': 956393, 'name': 'On or near Shopping Area'}, 'longitude': '-0.145107'}"
london,over 34,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Controlled drugs,"{'latitude': '51.507613', 'street': {'id': 956646, 'name': 'On or near Pedestrian Subway'}, 'longitude': '-0.127701'}"
london,18-24,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Male,Black,Controlled drugs,"{'latitude': '51.514246', 'street': {'id': 956576, 'name': 'On or near Nightclub'}, 'longitude': '-0.131436'}"
london,18-24,White - English/Welsh/Scottish/Northern Irish/British,Male,White,Stolen goods,"{'latitude': '51.514988', 'street': {'id': 956533, 'name': 'On or near Carlisle Street'}, 'longitude': '-0.133380'}"
london,over 34,White - Any other White background,Male,White,Offensive weapons,"{'latitude': '51.507321', 'street': {'id': 956301, 'name': 'On or near Craven Street'}, 'longitude': '-0.124601'}"
london,18-24,Other ethnic group - Not stated,Male,White,Controlled drugs,"{'latitude': '51.515239', 'street': {'id': 956509, 'name': 'On or near Goslett Yard'}, 'longitude': '-0.130487'}"
